,title,category,composer,year,epoch,country,stars
1296,Polymorphia,Unsorted Orchestral,Krzysztof Penderecki,1961,Post-War,Poland,1
1297,Variations in F Minor (Un Piccolo Divertimento),Piano Sonata,Joseph Haydn,1793,Classical,Austria,1
1298,Requiem for String Orchestra,Unsorted Orchestral,Toru Takemitsu,1957,Post-War,Japan,1
1299,"Jesu, Rex admirabilis",Chant,Giovanni Pierluigi da Palestrina,-1,Medieval-Renaissance,Italy,1
1300,Stabat Mater,Choral orchestral,Alessandro Scarlatti,1724,Baroque,Italy,1
1301,Sento nel core,Choral orchestral,Alessandro Scarlatti,-1,Baroque,Italy,1
1302,Symphony No. 1,Symphony,Arnold Bax,1922,20th Century,England,1
1303,Symphony No. 3,Symphony,Krzysztof Penderecki,1995,Post-War,Poland,1
1304,"String Quartet No. 14 in A-flat Major, Op. 105, B. 193",String Quartet,Antonín Dvořák,1895,Romantic,Czech Republic,1
1305,"String Quartet No. 2 in A Minor, Op. 13",String Quartet,Felix Mendelssohn,1827,Romantic,Germany,1
1306,"String Quartet No. 5, W 263",String Quartet,Heitor Villa-Lobos,1931,20th Century,Brazil,1
1307,"String Quartet No. 14 in G Major (Spring), K. 387",String Quartet,Wolfgang Amadeus Mozart,1782,Classical,Austria,1
1308,"Keyboard Concerto No. 11 in D Major, H. XVIII/11",Piano Concerto,Joseph Haydn,1783,Classical,Austria,1
1309,"Piano Sonata No. 3 in F Minor (Grand Sonata No.3), Op. 14",Piano Sonata,Robert Schumann,1836,Romantic,Germany,1
1310,"Papillons, Op. 2",Piano Sonata,Robert Schumann,1831,Romantic,Germany,1
1311,"Lady Macbeth of the Mtsensk District, Op. 29",Opera,Dmitri Shostakovich,1932,20th Century,Russia,1
1312,"Passacaglia, Op. 1",Unsorted Orchestral,Anton Webern,1908,20th Century,Austria,1
1313,"Rosamunde Overture, D. 797",Unsorted Orchestral,Franz Schubert,1823,Early Romantic,Austria,1
1314,Éclairs sur l'au-delà...,Unsorted Orchestral,Olivier Messiaen,1991,20th Century,France,1
1315,"Essay for Orchestra, Op. 12",Unsorted Orchestral,Samuel Barber,1938,20th Century,United States,1
1316,"Cantus Arcticus, Op. 61",Unsorted Orchestral,Einojuhani Rautavaara,1972,Post-War,Finland,1
1317,La serva padrona,Opera,Giovanni Battista Pergolesi,1733,Baroque,Italy,1
1318,"Piano Sonata No. 3, Op. 5",Piano Sonata,Johannes Brahms,1853,Romantic,Germany,1
1319,"Invitation to the Dance (Aufforderung zum Tanz), Op. 65, J. 260",Piano Sonata,Carl Maria von Weber,1819,Early Romantic,Germany,1
1320,Piano Sonata,Piano Sonata,Paul Dukas,1900,Late Romantic,France,1
1321,"Fantaisie for piano and orchestra, L. 73",Piano Concerto,Claude Debussy,1890,Late Romantic,France,1
1322,"Laß, Fürstin, laß noch einen Strahl, BWV 198",Choral orchestral,Johann Sebastian Bach,1727,Baroque,Germany,1
1323,Bassoon Concerto,Wind Concerto,Sofia Gubaidulina,1975,Post-War,Russia,1
1324,Akhnaten,Opera,Philip Glass,1983,Post-War,United States,1
1325,"From Jewish Folk Poetry, Op. 79",Lieder / Song,Dmitri Shostakovich,1948,20th Century,Russia,1
1326,"Variations and Fugue on a Theme of Hiller, Op. 100",Unsorted Orchestral,Max Reger,1907,Late Romantic,Germany,1
1327,"Violin Concerto, Op. 101",Violin Concerto,Max Reger,1908,Late Romantic,Germany,1
1328,Catulli Carmina,Voice and Orchestra,Carl Orff,1943,20th Century,Germany,1
1329,Chichester Psalms,Choral orchestral,Leonard Bernstein,1965,20th Century,United States,1
1330,The Tale of Tsar Saltan,Opera,Nikolai Rimsky-Korsakov,1900,Romantic,Russia,1
1331,Pli selon pli,Voice and Orchestra,Pierre Boulez,1962,Post-War,France,1
1332,"String Quartet No. 4 in E Minor, Op. 44 No. 2",String Quartet,Felix Mendelssohn,1837,Romantic,Germany,1
1333,"Idomeneo, K. 366",Opera,Wolfgang Amadeus Mozart,1781,Classical,Austria,1
1334,Khovanshchina,Opera,Modest Mussorgsky,1880,Romantic,Russia,1
1335,"Ariadne auf Naxos, Op. 60",Opera,Richard Strauss,1912,Late Romantic,Germany,1
1336,Im Sommerwind,Unsorted Orchestral,Anton Webern,1904,20th Century,Austria,1
1337,"The Wooden Prince, Sz. 60",Ballet,Béla Bartók,1917,20th Century,Hungary,1
1338,"Variations sérieuses, Op. 54",Piano Sonata,Felix Mendelssohn,1841,Romantic,Germany,1
1339,"Piano Concerto No. 18 in B-flat Major, K. 456",Piano Concerto,Wolfgang Amadeus Mozart,1784,Classical,Austria,1
1340,"Variations on ""I Got Rhythm""",Piano Concerto,George Gershwin,1934,20th Century,United States,1
1341,"Symphony No. 95 in C Minor, Hoboken I/95",Symphony,Joseph Haydn,1791,Classical,Austria,1
1342,"Konzertmusik for Brass and String Orchestra, Op. 50",Unsorted Orchestral,Paul Hindemith,1930,20th Century,Germany,1
1343,"Egdon Heath, Op. 47, H. 172",Symphonic Poem,Gustav Holst,1927,Late Romantic,England,1
1344,"Gesang der Parzen (Song of the Fates), Op. 89",Voice and Orchestra,Johannes Brahms,1882,Romantic,Germany,1
1345,"3 Romances sans Paroles, Op. 17",Piano Sonata,Gabriel Fauré,1878,Late Romantic,France,1
1346,Violin Concerto in B-flat Major,Violin Concerto,Giovanni Battista Pergolesi,-1,Baroque,Italy,1
1347,"12 Etudes, W 235",String solo,Heitor Villa-Lobos,1928,20th Century,Brazil,1
1348,"Five Preludes, W 419",String solo,Heitor Villa-Lobos,1940,20th Century,Brazil,1
1349,"Concerto for Viola d'amore, Oboe d'amore and Flute, TWV 53:E1",Unsorted Orchestral,Georg Philipp Telemann,-1,Baroque,Germany,1
1350,November Steps,Unsorted Orchestral,Toru Takemitsu,1967,Post-War,Japan,1
1351,"Piano Sonata No. 8 in B-flat Major, Op. 84",Piano Sonata,Sergei Prokofiev,1944,20th Century,Russia,1
1352,"Cello Sonata No. 1, Op. 109",Cello Sonata,Gabriel Fauré,1917,Late Romantic,France,1
1353,"Billy Budd, Op. 50",Opera,Benjamin Britten,1951,20th Century,England,1
1354,"Sonata for Solo Violin, Sz. 117, BB 124",String solo,Béla Bartók,1944,20th Century,Hungary,1
1355,"Cello suites, Op. 72, 80 and 87",String solo,Benjamin Britten,1971,20th Century,England,1
1356,...explosante-fixe...,Unsorted Orchestral,Pierre Boulez,1972,Post-War,France,1
1357,Piano Sonata No. 2,Piano Sonata,Pierre Boulez,1948,Post-War,France,1
1358,Harmonium,Unsorted Orchestral,John Adams,1981,Post-War,United States,1
1359,Le Grand Pieces de Violes,Unsorted Instrument Sonatas,François Couperin,1728,Baroque,France,1
1360,"Symphony No. 92 in G Major (Oxford Symphony), Hoboken I/92",Symphony,Joseph Haydn,1789,Classical,Austria,1
1361,"Hamlet, Op. 67",Unsorted Orchestral,Pyotr Ilyich Tchaikovsky,1888,Romantic,Russia,1
1362,Mass,Mass / Requiem,Igor Stravinsky,1948,20th Century,Russia,1
1363,"Sextet for Piano and Wind Quintet, FP 100",Sextet,Francis Poulenc,1932,20th Century,France,1
1364,A Flock Descends into the Pentagonal Garden,Unsorted Orchestral,Toru Takemitsu,1977,Post-War,Japan,1
1365,Samstag aus Licht (Saturday from Light),Opera,Karlheinz Stockhausen,1983,Post-War,Germany,1
1366,"Now Does the Glorious Day Appear, Z. 332",Voice and Orchestra,Henry Purcell,1689,Baroque,England,1
1367,"Symphony No. 88 in G Major, H. 1/88",Symphony,Joseph Haydn,1787,Classical,Austria,1
1368,"String Quartet No. 5 in B-flat Major, Op. 92",String Quartet,Dmitri Shostakovich,1952,20th Century,Russia,1
1369,"Konzertstück in F Minor, Op. 79, J. 282",Piano Concerto,Carl Maria von Weber,1821,Early Romantic,Germany,1
1370,"Die Frau ohne Schatten, Op. 65",Opera,Richard Strauss,1917,Late Romantic,Germany,1
1371,"Five Pieces for Orchestra (Fünf Orchesterstücke), Op. 16",Unsorted Orchestral,Arnold Schoenberg,1909,20th Century,Austria,1
1372,"Piano Sonata, Hob. XVI/49",Piano Sonata,Joseph Haydn,1790,Classical,Austria,1
1373,"Contrasts, Sz. 111, BB 116",Piano Trio,Béla Bartók,1938,20th Century,Hungary,1
1374,"The Dream of Gerontius, Op. 38",Choral orchestral,Edward Elgar,1900,Late Romantic,England,1
1375,"Violin Sonata No. 2 in F Minor, Op. 6",Violin Sonata,George Enescu,1899,Late Romantic,Romania,1
1376,"String Quintet No. 1 in A Major, Op. 18",String Quintet,Felix Mendelssohn,1826,Romantic,Germany,1
1377,"Frauenliebe und -leben, Op. 42",Lieder / Song,Robert Schumann,1840,Romantic,Germany,1
1378,"Symphony No. 6 in B Minor, Op. 54",Symphony,Dmitri Shostakovich,1939,20th Century,Russia,1
1379,Symphony No. 5 (Concerto Grosso No. 4),Symphony,Alfred Schnittke,1988,Post-War,Russia,1
1380,The Wise Virgins,Ballet,William Walton,1940,20th Century,England,1
1381,"String Quartets, Op. 64",String Quartet,Joseph Haydn,1790,Classical,Austria,1
1382,String Quartet No. 4 (Buczak),String Quartet,Philip Glass,1989,Post-War,United States,1
1383,The Peacock (Variations on a Hungarian Folksong),Unsorted Orchestral,Zoltán Kodály,1939,20th Century,Hungary,1
1384,L'ascension,Unsorted Orchestral,Olivier Messiaen,1933,20th Century,France,1
1385,Kanon Pokajanen,Chant,Arvo Pärt,1997,Post-War,Estonia,1
1386,Summa,Unsorted Orchestral,Arvo Pärt,1991,Post-War,Estonia,1
1387,Stabat Mater,Choral orchestral,Domenico Scarlatti,1715,Baroque,Italy,1
1388,"Four Hungarian Folksongs for Mixed Chorus, Sz. 93",Lieder / Song,Béla Bartók,-1,20th Century,Hungary,1
1389,Mystère de l'instant,Unsorted Orchestral,Henri Dutilleux,1989,Post-War,France,1
1390,I vespri siciliani (Les vêpres siciliennes),Opera,Giuseppe Verdi,1855,Romantic,Italy,1
1391,"Humoreske in B-flat Major, Op. 20",Piano Sonata,Robert Schumann,1839,Romantic,Germany,1
1392,"Dance Suite (Táncszvit), Sz. 77, BB 86a",Unsorted Orchestral,Béla Bartók,1923,20th Century,Hungary,1
1393,"Piano Concerto, Op. 38",Piano Concerto,Samuel Barber,1962,20th Century,United States,1
1394,Piano Concerto in D Major,Piano Concerto,Franz Berwald,1855,Early Romantic,Sweden,1
1395,Symphony No. 1,Symphony,Henri Dutilleux,1951,Post-War,France,1
1396,Tout un monde lointain...,Cello Concerto,Henri Dutilleux,1970,Post-War,France,1
1397,Petite Symphonie,Symphony,Charles Gounod,1885,Romantic,France,1
1398,"The Cloud Messenger, Op. 30",Voice and Orchestra,Gustav Holst,1912,Late Romantic,England,1
1399,"Piano Trio No. 2 in C Minor, Op. 66",Piano Trio,Felix Mendelssohn,1845,Romantic,Germany,1
1400,"Lobgesang No. 2 in B-flat Major, Op. 52",Symphony,Felix Mendelssohn,1840,Romantic,Germany,1
1401,"String Quintet No. 5 in D Major, K. 593",String Quintet,Wolfgang Amadeus Mozart,1790,Classical,Austria,1
1402,"Adagio and Rondo concertante in F Major, D. 487",Piano Quartet,Franz Schubert,1816,Early Romantic,Austria,1
1403,"5 Lieder, Op. 39",Lieder / Song,Richard Strauss,1898,Late Romantic,Germany,1
1404,"Symphony No. 4, Op. 47/112",Symphony,Sergei Prokofiev,1947,20th Century,Russia,1
1405,"Cantata for the 20th Anniversary of the October Revolution, Op. 74",Voice and Orchestra,Sergei Prokofiev,1936,20th Century,Russia,1
1406,"Piano Sonata in A-flat Major, Hob. XVI/46",Piano Sonata,Joseph Haydn,1770,Classical,Austria,1
1407,Capriccio for Piano and Orchestra,Piano Concerto,Igor Stravinsky,1929,20th Century,Russia,1
1408,Threni,Choral orchestral,Igor Stravinsky,1958,20th Century,Russia,1
1409,"Septet No. 1 in D Minor, Op. 74",Septet,Johann Nepomuk Hummel,1816,Early Romantic,Austria,1
1410,Mládí (Youth),Sextet,Leoš Janáček,1924,Late Romantic,Czech Republic,1
1411,Flos Campi,Choral orchestral,Ralph Vaughan Williams,1925,Late Romantic,England,1
1412,Symphony No. 2 (St. Florian),Symphony,Alfred Schnittke,1979,Post-War,Russia,1
1413,De Temporum Fine Comoedia,Opera,Carl Orff,1972,20th Century,Germany,1
1414,Harawi,Lieder / Song,Olivier Messiaen,1945,20th Century,France,1
1415,"Helios Overture, Op. 17",Unsorted Orchestral,Carl Nielsen,1903,Late Romantic,Denmark,1
1416,Structures,Piano duet / Piano four hands,Pierre Boulez,1961,Post-War,France,1
1417,Jonchaies,Unsorted Orchestral,Iannis Xenakis,1977,Post-War,Greece,1
1418,Suite on Finnish Themes,Unsorted Orchestral,Dmitri Shostakovich,1939,20th Century,Russia,1
1419,"Chamber Symphony No. 2, Op. 38",Symphony,Arnold Schoenberg,1939,20th Century,Austria,1
1420,Symphony No. 3,Symphony,Witold Lutosławski,1983,Post-War,Poland,1
1421,"Piano Quintet in E-flat Major, Op. 87",Piano Quintet,Johann Nepomuk Hummel,1802,Early Romantic,Austria,1
1422,"Violin Sonata No. 8 in G Major, Op. 30",Violin Sonata,Ludwig van Beethoven,1802,Early Romantic,Germany,1
1423,Falstaff,Opera,Giuseppe Verdi,1893,Romantic,Italy,1
1424,The Nose,Opera,Dmitri Shostakovich,1928,20th Century,Russia,1
1425,"In Nature's Realm, Op. 91, B. 168",Unsorted Orchestral,Antonín Dvořák,1891,Romantic,Czech Republic,1
1426,"Serenade No. 2, Op. 16",Unsorted Orchestral,Johannes Brahms,1859,Romantic,Germany,1
1427,Billy the Kid,Ballet,Aaron Copland,1938,20th Century,United States,1
1428,"Daphne, Op. 82",Opera,Richard Strauss,1937,Late Romantic,Germany,1
1429,"Symphony in One Movement, Op. 9",Symphony,Samuel Barber,1936,20th Century,United States,1
1430,Naïve and Sentimental Music,Unsorted Orchestral,John Adams,1998,Post-War,United States,1
1431,String Quartet No. 6,String Quartet,Luigi Cherubini,-1,Early Romantic,Italy,1
1432,Métaboles,Unsorted Orchestral,Henri Dutilleux,1964,Post-War,France,1
1433,"Symphonie Concertante in B Minor, Op. 8",Cello Concerto,George Enescu,1901,Late Romantic,Romania,1
1434,"The Hymn of Jesus, Op. 37",Choral orchestral,Gustav Holst,1917,Late Romantic,England,1
1435,"Psalm 23, D. 706",Choral orchestral,Franz Schubert,1820,Early Romantic,Austria,1
1436,"Introduction and Allegro, Op. 134",Piano Concerto,Robert Schumann,1853,Romantic,Germany,1
1437,"Symphony No. 13 in B-flat Minor (Babi Yar), Op. 113",Symphony,Dmitri Shostakovich,1962,20th Century,Russia,1
1438,Concerto for String Quartet and Orchestra,Unsorted Orchestral,Arnold Schoenberg,1933,20th Century,Austria,1
1439,On an Overgrown Path (Po zarostlém chodníčku),Piano Sonata,Leoš Janáček,1911,Late Romantic,Czech Republic,1
1440,English Folk Song Suite,Unsorted Orchestral,Ralph Vaughan Williams,1923,Late Romantic,England,1
1441,Symphony No. 6 in E Minor,Symphony,Ralph Vaughan Williams,1947,Late Romantic,England,1
1442,Symphony No. 2,Symphony,Philip Glass,1994,Post-War,United States,1
1443,"Síppal, dobbal, nádihegedüvel",Lieder / Song,György Ligeti,2000,Post-War,Hungary,1
1444,Les Citations,Unsorted Chamber,Henri Dutilleux,1985,Post-War,France,1
1445,"Piano Trio No. 2 in C Major, Op. 87",Piano Trio,Johannes Brahms,1882,Romantic,Germany,1
1446,"Nonet No. 2, H. 374",Unsorted Chamber,Bohuslav Martinů,1959,20th Century,Czech Republic,1
1447,Le comte Ory,Opera,Gioachino Rossini,1828,Early Romantic,Italy,1
1448,Ancient Airs and Dances No. 1 (Antiche arie e danze),Unsorted Orchestral,Ottorino Respighi,1917,Late Romantic,Italy,1
1449,"Le corsaire overture, H 101",Unsorted Orchestral,Hector Berlioz,1844,Romantic,France,1
1450,"6 Variations in F Major, Op. 34",Piano Sonata,Ludwig van Beethoven,1802,Early Romantic,Germany,1
1451,"Septet in E-flat Major, Op. 20",Septet,Ludwig van Beethoven,1800,Early Romantic,Germany,1
1452,Shaker Loops,Unsorted Orchestral,John Adams,1983,Post-War,United States,1
1453,"The Kingdom, Op. 51",Choral orchestral,Edward Elgar,1906,Late Romantic,England,1
1454,"Sinfonia da Requiem, Op. 20",Symphony,Benjamin Britten,1940,20th Century,England,1
1455,Concerto for Two Pianos and Orchestra in A-flat Major,Double Concerto,Felix Mendelssohn,1824,Romantic,Germany,1
1456,"Symphony No. 2 in C Major, Op. 61",Symphony,Robert Schumann,1846,Romantic,Germany,1
1457,"Luonnotar, Op. 70",Voice and Orchestra,Jean Sibelius,1913,Late Romantic,Finland,1
1458,"Piano Trio No. 1 in F Major, Op. 18",Piano Trio,Camille Saint-Saëns,1864,Romantic,France,1
1459,"In Memoriam for English Horn, Harp and String Quartet",Sextet,Arnold Bax,1916,20th Century,England,1
1460,"11 Chorale Preludes, Op. 122",Organ,Johannes Brahms,1896,Romantic,Germany,1
1461,"13 Canons, Op. 113",Chant,Johannes Brahms,1891,Romantic,Germany,1
1462,"Trois Mélodies, Op. 7",Lieder / Song,Gabriel Fauré,1877,Late Romantic,France,1
1463,"Piano Concerto No. 3 in E-flat Major, H. 32",Piano Concerto,John Field,1811,Early Romantic,Ireland,1
1464,Psalm 90,Choral orchestral,Charles Ives,1924,20th Century,United States,1
1465,"Piano Concerto No. 3 in E Minor (Ballade), Op. 60",Piano Concerto,Nikolai Medtner,1943,Late Romantic,Russia,1
1466,Berliner Messe,Mass / Requiem,Arvo Pärt,1990,Post-War,Estonia,1
1467,Miserere,Choral orchestral,Arvo Pärt,1992,Post-War,Estonia,1
1468,De Natura Sonoris No. 1,Unsorted Orchestral,Krzysztof Penderecki,1966,Post-War,Poland,1
1469,Sur Incises,Unsorted Orchestral,Pierre Boulez,1998,Post-War,France,1
1470,Keqrops,Piano Concerto,Iannis Xenakis,1986,Post-War,Greece,1
1471,Piano Concerto No. 3 (Gift of Dreams),Piano Concerto,Einojuhani Rautavaara,1998,Post-War,Finland,1
1472,Médée,Opera,Luigi Cherubini,1797,Early Romantic,Italy,1
1473,"String Quartet No. 1 in F Major, Op. 18 No. 1",String Quartet,Ludwig van Beethoven,1800,Early Romantic,Germany,1
1474,"Lindaraja, L. 97",Piano duet / Piano four hands,Claude Debussy,1901,Late Romantic,France,1
1475,"L'isle joyeuse, L. 106",Piano Sonata,Claude Debussy,1904,Late Romantic,France,1
1476,"Altenberg Lieder, Op. 4",Lieder / Song,Alban Berg,1912,20th Century,Austria,1
1477,Symphony No. 1 in E-flat Major,Symphony,Alexander Borodin,1867,Romantic,Russia,1
1478,La Péri,Ballet,Paul Dukas,1911,Late Romantic,France,1
1479,"Serenade for Tenor, Horn and Strings, Op. 31",Lieder / Song,Benjamin Britten,1943,20th Century,England,1
1480,Sieben Worte (Seven Words),Unsorted Orchestral,Sofia Gubaidulina,1982,Post-War,Russia,1
1481,"Symphony No. 31 in D Major, Hob. I/31",Symphony,Joseph Haydn,1765,Classical,Austria,1
1482,"An die Hoffnung, Op. 124",Lieder / Song,Max Reger,1912,Late Romantic,Germany,1
1483,"Cello Concerto, H. 72",Cello Concerto,Arthur Honegger,1929,20th Century,Switzerland,1
1484,The Diary of One Who Disappeared,Lieder / Song,Leoš Janáček,1920,Late Romantic,Czech Republic,1
1485,Cello Concerto,Cello Concerto,William Walton,1956,20th Century,England,1
1486,"Prelude, Fugue, and Riffs",Unsorted Orchestral,Leonard Bernstein,1949,20th Century,United States,1
1487,Symphony No. 8,Symphony,Philip Glass,2005,Post-War,United States,1
1488,Clocks and Clouds,Voice and Orchestra,György Ligeti,1973,Post-War,Hungary,1
1489,Grave (Metamorphoses for Cello and Piano),Cello Sonata,Witold Lutosławski,1981,Post-War,Poland,1
1490,"Field Mass (Polní mše), H. 279",Choral orchestral,Bohuslav Martinů,1939,20th Century,Czech Republic,1
1491,"The Frescoes of Piero della Francesca, H. 352",Unsorted Orchestral,Bohuslav Martinů,1955,20th Century,Czech Republic,1
1492,Poèmes pour Mi,Lieder / Song,Olivier Messiaen,1937,20th Century,France,1
1493,"String Quartet No. 2 in F Minor, Op. 5",String Quartet,Carl Nielsen,1890,Late Romantic,Denmark,1
1494,Violin Concerto,Violin Concerto,Einojuhani Rautavaara,1977,Post-War,Finland,1
1495,Dérive No. 1,Unsorted Orchestral,Pierre Boulez,1984,Post-War,France,1
1496,Atlas Eclipticalis,Unsorted Orchestral,John Cage,1962,Post-War,United States,1
1497,Concerto for Prepared Piano and Chamber Orchestra,Unsorted Orchestral,John Cage,1951,Post-War,United States,1
1498,Music of Changes,Piano Sonata,John Cage,1951,Post-War,United States,1
1499,Eonta,Unsorted Chamber,Iannis Xenakis,1964,Post-War,Greece,1
1500,Die Feen,Opera,Richard Wagner,1833,Romantic,Germany,1
1501,Symphony No. 4 in F Minor,Symphony,Ralph Vaughan Williams,1935,Late Romantic,England,1
1502,"Pelléas et Mélisande, Op. 80",Unsorted Orchestral,Gabriel Fauré,1898,Late Romantic,France,1
1503,Jeu de cartes,Ballet,Igor Stravinsky,1937,20th Century,Russia,1
1504,"String Quartet No. 6 in B-flat Major, Op. 18 No. 6",String Quartet,Ludwig van Beethoven,1800,Early Romantic,Germany,1
1505,Masques,Piano Sonata,Claude Debussy,1904,Late Romantic,France,1
1506,Symphony in E-flat Major,Symphony,Paul Hindemith,1940,20th Century,Germany,1
1507,"Bilder aus Osten, Op. 66",Piano duet / Piano four hands,Robert Schumann,1848,Romantic,Germany,1
1508,Symphony No. 2 (Symphony in D for Strings and Trumpet),Symphony,Arthur Honegger,1937,20th Century,Switzerland,1
1509,Symphony No. 3,Symphony,Alfred Schnittke,1981,Post-War,Russia,1
1510,Adagio for Violin and Piano,Violin Sonata,Zoltán Kodály,1905,20th Century,Hungary,1
1511,"Cello Concerto in C Major, Op. 37",Cello Concerto,Erich Wolfgang Korngold,1946,20th Century,Austria,1
1512,Concert Românesc (Romanian Concerto),Unsorted Orchestral,György Ligeti,1951,Post-War,Hungary,1
1513,Jeux Vénitiens,Unsorted Orchestral,Witold Lutosławski,1961,Post-War,Poland,1
1514,Un Sourire,Unsorted Orchestral,Olivier Messiaen,1989,20th Century,France,1
1515,Symphony No. 1,Symphony,Krzysztof Penderecki,1973,Post-War,Poland,1
1516,Fonogrammi,Unsorted Orchestral,Krzysztof Penderecki,1961,Post-War,Poland,1
1517,Colas Breugnon,Opera,Dmitry Kabalevsky,1938,20th Century,Russia,1
1518,"Nocturnal after John Dowland, Op. 70",String solo,Benjamin Britten,1963,20th Century,England,1
1519,"Symphony No. 41 in C Major, Hob. I/41",Symphony,Joseph Haydn,1769,Classical,Austria,1
1520,"4 Songs, Op. 43",Lieder / Song,Johannes Brahms,1864,Romantic,Germany,1
1521,Dérive No. 2,Unsorted Orchestral,Pierre Boulez,2006,Post-War,France,1
1522,Souvenir,Organ,John Cage,1983,Post-War,United States,1
1523,"Symphony No. 6 in D Minor, Op. 104",Symphony,Jean Sibelius,1923,Late Romantic,Finland,1
1524,Symphony in C Major,Symphony,Georges Bizet,1855,Romantic,France,1
1525,"Symphony No. 3 in C Major, Op. 52",Symphony,Jean Sibelius,1907,Late Romantic,Finland,1
1526,"Symphony No. 101 in D Major, H. 1/101",Symphony,Joseph Haydn,1794,Classical,Austria,1
1527,"Symphony No. 6 in C Major (Little C major), D. 589",Symphony,Franz Schubert,1818,Early Romantic,Austria,1
1528,"The School for Scandal, Op. 5",Unsorted Orchestral,Samuel Barber,1931,20th Century,United States,1
1529,"Piano Sonata, Hob. XVI/50",Piano Sonata,Joseph Haydn,1794,Classical,Austria,1
1530,"Theme with Variations, Op. 55",Piano Sonata,Nikolai Medtner,1933,Late Romantic,Russia,1
1531,"Symphony No. 42 in D Major, Hob. I/42",Symphony,Joseph Haydn,1771,Classical,Austria,1
1532,"Mass No. 6 in E-flat Major, D. 950",Mass / Requiem,Franz Schubert,1828,Early Romantic,Austria,1
